Timestamp,ID,Data Centre,Category,Duty,Party (JSON),[Practice],[Loot],[Duty Completion],[One Player per Job]
2025-05-12 11:15:00,169857,Aether,Trials,Storm's Crown (Extreme),"[{""filled"": true, ""role"": ""tank"", ""job"": ""DRK""}, {""filled"": true, ""role"": ""healer"", ""job"": ""WHM""}, {""filled"": true, ""role"": ""dps"", ""job"": ""VPR""}, {""filled"": true, ""role"": ""dps"", ""job"": ""BLM""}, {""filled"": true, ""role"": ""dps"", ""job"": ""DRG""}, {""filled"": true, ""role"": ""dps"", ""job"": ""DNC""}, {""filled"": true, ""role"": ""dps"", ""job"": ""RPR""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}]",0,1,0,0
2025-05-12 11:15:00,116242,Gaia,Trials,The Interphos,"[{""filled"": true, ""role"": ""healer"", ""job"": ""AST""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}]",0,0,0,0
2025-05-12 11:15:00,71189,Meteor,Trials,The Minstrel's Ballad: Sphene's Burden,"[{""filled"": true, ""role"": ""dps"", ""job"": ""BLM""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}]",0,1,0,0
2025-05-12 11:15:00,71022,Meteor,Trials,Castrum Marinum (Extreme),"[{""filled"": true, ""role"": ""dps"", ""job"": ""PCT""}, {""filled"": true, ""role"": ""tank"", ""job"": ""PLD""}, {""filled"": true, ""role"": ""dps"", ""job"": ""PCT""}, {""filled"": true, ""role"": ""dps"", ""job"": ""MCH""}, {""filled"": true, ""role"": ""dps"", ""job"": ""SAM""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}]",0,1,0,0
2025-05-12 11:15:00,53381,Elemental,Trials,The Crown of the Immaculate (Extreme),"[{""filled"": true, ""role"": ""healer"", ""job"": ""WHM""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}]",0,0,0,0
2025-05-12 11:15:00,71174,Meteor,Trials,Storm's Crown (Extreme),"[{""filled"": true, ""role"": ""dps"", ""job"": ""PCT""}, {""filled"": true, ""role"": ""healer"", ""job"": ""WHM""}, {""filled"": true, ""role"": ""dps"", ""job"": ""DNC""}, {""filled"": true, ""role"": ""dps"", ""job"": ""RPR""}, {""filled"": true, ""role"": ""dps"", ""job"": ""RDM""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}]",0,1,0,1
2025-05-12 11:15:00,20595,Materia,Trials,The Minstrel's Ballad: Sphene's Burden,"[{""filled"": true, ""role"": ""tank"", ""job"": ""WAR""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}]",0,1,0,0
2025-05-12 11:15:00,53302,Elemental,Trials,The Minstrel's Ballad: Hades's Elegy,"[{""filled"": true, ""role"": ""healer"", ""job"": ""SGE""}, {""filled"": true, ""role"": ""dps"", ""job"": ""DRG""}, {""filled"": true, ""role"": ""tank"", ""job"": ""PLD""}, {""filled"": true, ""role"": ""tank"", ""job"": ""DRK""}, {""filled"": true, ""role"": ""dps"", ""job"": ""DRG""}, {""filled"": true, ""role"": ""dps"", ""job"": ""MNK""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}]",0,1,0,0
2025-05-12 11:15:00,20158,Materia,Raids,Alexander - The Burden of the Father (Savage),"[{""filled"": true, ""role"": ""dps"", ""job"": ""DRG""}, {""filled"": true, ""role"": ""healer"", ""job"": ""AST""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}]",0,0,1,0
2025-05-12 11:15:00,71141,Meteor,Raids,Asphodelos: The Fourth Circle (Savage),"[{""filled"": true, ""role"": ""unknown"", ""job"": ""BSM""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM BLU DNC RPR VPR PCT""}]",0,1,0,0
2025-05-12 11:15:00,53168,Elemental,Raids,AAC Light-heavyweight M2 (Savage),"[{""filled"": true, ""role"": ""healer"", ""job"": ""WHM""}, {""filled"": true, ""role"": ""tank"", ""job"": ""DRK""}, {""filled"": true, ""role"": ""tank"", ""job"": ""PLD""}, {""filled"": false, ""role"": ""healer"", ""job"": ""SCH SGE""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC MNK DRG ROG NIN SAM RPR VPR""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC MNK DRG ROG NIN SAM RPR VPR""}, {""filled"": true, ""role"": ""dps"", ""job"": ""DNC""}, {""filled"": false, ""role"": ""dps"", ""job"": ""THM BLM ACN SMN RDM BLU PCT""}]",0,0,1,1
2025-05-12 11:15:00,71153,Meteor,Raids,Eden's Gate: Resurrection,"[{""filled"": true, ""role"": ""tank"", ""job"": ""DRK""}, {""filled"": true, ""role"": ""dps"", ""job"": ""RDM""}, {""filled"": true, ""role"": ""dps"", ""job"": ""SMN""}, {""filled"": true, ""role"": ""dps"", ""job"": ""BLU""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}]",0,0,1,0
2025-05-12 11:15:00,56369,Crystal,Raids,AAC Light-heavyweight M3 (Savage),"[{""filled"": true, ""role"": ""dps"", ""job"": ""MCH""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}]",0,1,1,0
2025-05-12 11:15:00,20521,Materia,Raids,Abyssos: The Eighth Circle (Savage),"[{""filled"": true, ""role"": ""dps"", ""job"": ""MCH""}, {""filled"": true, ""role"": ""dps"", ""job"": ""MNK""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": true, ""role"": ""dps"", ""job"": ""BLM""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}]",0,0,1,0
2025-05-12 11:15:00,20571,Materia,Raids,AAC Cruiserweight M2,"[{""filled"": true, ""role"": ""dps"", ""job"": ""SMN""}, {""filled"": true, ""role"": ""tank"", ""job"": ""PLD""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": true, ""role"": ""healer"", ""job"": ""WHM""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": true, ""role"": ""dps"", ""job"": ""MNK""}, {""filled"": true, ""role"": ""dps"", ""job"": ""RPR""}, {""filled"": true, ""role"": ""dps"", ""job"": ""DNC""}]",0,1,0,0
2025-05-12 11:15:00,403751,Mana,Raids,AAC Cruiserweight M3,"[{""filled"": true, ""role"": ""dps"", ""job"": ""RPR""}, {""filled"": true, ""role"": ""tank"", ""job"": ""GNB""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": true, ""role"": ""healer"", ""job"": ""WHM""}, {""filled"": true, ""role"": ""healer"", ""job"": ""SGE""}, {""filled"": true, ""role"": ""dps"", ""job"": ""VPR""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}]",0,0,1,0
2025-05-12 11:15:00,403794,Mana,Raids,The Puppets' Bunker,"[{""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": ""GLA PGL MRD LNC ARC CNJ THM PLD MNK WAR DRG BRD WHM BLM ACN SMN SCH ROG NIN MCH DRK AST SAM RDM BLU GNB DNC RPR SGE VPR PCT""}, {""filled"": false, ""role"": ""unknown"", ""job"": """"}, {""filled"": false, ""role"": ""unknown"", ""job"": """"}, {""filled"": false, ""role"": ""unknown"", ""job"": """"}, {""filled"": false, ""role"": ""unknown"", ""job"": """"}, {""filled"": false, ""role"": ""unknown"", ""job"": """"}]",0,1,0,0
2025-05-12 11:15:00,20580,Materia,Raids,The Binding Coil of Bahamut - Turn 1,"[{""filled"": true, ""role"": ""tank"", ""job"": ""WAR""}, {""filled"": false, ""role"": ""tank"", ""job"": ""GLA MRD PLD WAR DRK GNB""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""healer"", ""job"": ""CNJ WHM SCH AST SGE""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}, {""filled"": false, ""role"": ""dps"", ""job"": ""PGL LNC ARC THM MNK DRG BRD BLM ACN SMN ROG NIN MCH SAM RDM DNC RPR VPR PCT""}]",0,0,1,0
